ICMMID,Confidence_Factor,Mine_Name,Group Names,Latitude,Longitude,Asset_Type,Country,Primary_Commodity,Secondary_Commodity,Other_Commodities
ICMM07697,Moderate,Uisiscor,Uisiscor;Uis Tailings,-20.989055,15.00172,Mine,Namibia,tin,tantalum,
ICMM07698,Very Low,Uis Mine,,-21.1303,14.8182,Mine,Namibia,tin,,
ICMM07699,Moderate,Uis Tin Mine,Uis Tin Mine;Uis,-21.21547,14.87419,Mine,Namibia,tin,lithium,niobium;rubidium;spodumene;tantalum;copper;tungsten
ICMM07701,Very Low,Selkirk Mine,,-21.2635,27.7347,Mine,Botswana,nickel,copper ,cobalt
ICMM07708,Very Low,Rahman Mine,,-22.1301,17.2198,Mine,Namibia,tin,,
ICMM07711,Very Low,Messina,,-22.3268,30.0514,Mine,South Africa,copper,,
ICMM07712,Very Low,"Messina Transvaal Development Co., Ltd.",,-22.3301,30.0847,Mine,South Africa,copper,platinum,
ICMM07713,Very Low,Artonvilla Mine,,-22.3301,30.1347,Mine,South Africa,copper,,
ICMM07716,Very Low,Otjihase,Otjihase,-22.3802,17.3682,Mine,Namibia,copper,gold,
ICMM07717,Very Low,Rössing,,-22.4136,15.0182,Mine,Namibia,uranium,,
ICMM07718,Moderate,Oamites,Oamites;Oamites,-22.94845,17.08405,Mine,Namibia,copper,silver,
ICMM07721,Very Low,Murchison,,−23.8901,30.6952,Mine,South Africa,gold,platinum,
ICMM07723,High,Platreef,Platreef;Mogalakwena;Mogalakwena,-23.96026632,28.90295233,Mine;Plant,South Africa,platinum,palladium,rhodium;nickel;gold;copper;iridium;ruthenium
ICMM07725,High,Palabora,Palabora Carbonatite Mine;Palabora Copper Mine;Palabora;Palabora Mine;Palabora;Palabora refinery;Palabora smelter;Palabora;Palabora Smelter;Palabora Refinery;Foskor Mining Division,-23.98740696,31.13407879,Mine;Smelter,South Africa,copper,phosphate,gold;iron ore;nickel;palladium;clay;platinum;rhodium;silver;titanium;uranium;vermiculite;
ICMM07727,Very Low,Pp Rust Potgietersrus,,-24.0217,28.8222,Mine,South Africa,copper,platinum,
ICMM07728,Moderate,Zaaiplaats Tin,Zaaiplaats Tin;Zaaiplaats;Zaaiplaats,-24.04102333,28.75231,Mine,South Africa,tin,arsenic,
ICMM07730,Very Low,Atok,,-24.2634,29.8597,Mine,South Africa,copper,,
ICMM07733,High,Eastern Bushveld Sector: Merensky Reef,Bokoni;Merensky Reef: Eastern Bushveld;Atok,-24.29339062,29.88598173,Mine,South Africa,chromite,cobalt,copper;gold;iridium;nickel;palladium;platinum;rhodium;ruthenium
ICMM07735,Moderate,Grasvally Chrome Mine,Grasvally Chrome Mine;Northern Bushveld: Potgietersrus Sector,-24.33475,28.9781,Mine,South Africa,chromium,palladium,platinum;rhodium
ICMM07736,Very Low,Messina Platinum,,-24.33,29.5014,Mine,South Africa,copper,platinum,
ICMM07737,Very Low,Klein Aub,,-24.3301,17.0015,Mine,Namibia,copper,,
ICMM07738,Very Low,Waterkop,Waterkop;Winterveld Tcl N. Section,-24.3564,30.0181,Mine,South Africa,chromium,,
ICMM07739,Very Low,Union Tin,,-24.48,28.5181,Mine,South Africa,tin,,
ICMM07741,Very Low,Maandagshoek,Maandagshoek;Groothoek Chrome Mine,-24.52585,30.17435,Mine,South Africa,platinum,chromium,
ICMM07742,Very Low,Rooiberg 'A' Mine,,-24.5367,27.5414,Mine,South Africa,tin,,
ICMM07744,Moderate,Dilokong,Dilokong;Smokey Hills;Dilokong Tailings;Dilokong;Black Chrome,-24.571628,30.13801,Mine,South Africa,chromite,chromium,copper;gold;iridium;nickel;palladium;platinum;rhodium;ruthenium
ICMM07746,Moderate,Doornbosch Plant,Winterveld Tcl S. Section;Samancor Eastern;Doornbosch Plant,-24.66543,30.17499,Mine;Plant,South Africa,chromite,chromium,palladium;platinum;rhodium
ICMM07747,Very Low,Ug2 Chromitite Layer: Eastern Bushveld,,-24.6634,30.0014,Mine,South Africa,platinum,,
ICMM07748,Moderate,Eastern Bushveld: Steelpoort Sector,Eastern Bushveld: Steelpoort Sector;Lavino Grootboom;Ug2 Chromite Layer (Eastern Bushveld);Grootboom Chrome Mine;Tubatse Plant;Lavino,-24.761635,30.17686,Mine;Plant,South Africa,chromite,chromium,copper;ferrochrome;platinum
ICMM07749,Very Low,Rooiberg,,-24.7467,27.7514,Mine,South Africa,tin,,
ICMM07751,Very Low,Union Tin Mine,,-24.7767,28.5214,Mine,South Africa,tin,,
ICMM07752,Moderate,Zwartkop,Zwartkop Magazine Seam;Zwartkop,-24.78283667,27.29531667,Mine,South Africa,chromite,,
ICMM07753,Moderate,Rooiberg Tin,Rooiberg Tin;Rooiberg,-24.77666,27.73304,Mine,South Africa,tin,,
ICMM07754,High,Amandelbult,Northam Platinum;Amandelbult;Zondereinde;Northam Smelter;Thabazimbi Smelter;Union Amandelbult Sector: Merensky Reef;Amandelbult Mine,-24.82567088,27.34506114,Mine,South Africa,platinum,palladium,rhodium;copper;nickel
ICMM07755,Moderate,Kennedy's Vale,Kennedy's Vale;Vantech;Lion Smelter;Kennedy's Vale,-24.82502,30.10794,Mine;Smelter,South Africa,chromite,copper,ferrochrome;iron ore;platinum;vanadium
ICMM07756,High,Two Rivers,Tweefontein;Two Rivers,-24.89311,30.124055,Mine,South Africa,platinum,chromium,
ICMM07757,Very Low,Rooiberg Cleeuwpoort,Rooiberg Cleeuwpoort;Nieuwpoort Mine,-24.90585,27.72475,Mine,South Africa,tin,,
ICMM07758,High,Union Mine,Union Mine;Union;Mortimer Smelter,-24.93656057,27.15823857,Mine,South Africa,platinum,palladium,rhodium;copper;gold;iridium;nickel;ruthenium
ICMM07760,Moderate,Western Bushveld: Nietverdiend Marico Sector,Western Bushveld: Nietverdiend Marico Sector;Zeerust,-25.00139,26.207075,Mine,South Africa,chromite,chromium,
ICMM07762,Moderate,Marico Chrome Mine,Marico Chrome Mine;Goudini,-25.079585,26.24186,Mine,South Africa,chromite,chromium,platinum
ICMM07763,Moderate,Rustenberg Mineral Development,Rustenberg Mineral Development;Rustenburg,-25.1201,26.917265,Mine,South Africa,chromite,chromium,
ICMM07764,Moderate,Bathlako Chrome Mine,Bathlako Chrome Mine;Western Bushveld: Mankwe Bafokeng Sector;Ruighoek Chrome Mine;Western;Ruighoek;Batlhako Plant,-25.18815667,26.92634833,Mine;Plant,South Africa,chromium,platinum,ferrochrome;palladium;rhodium
ICMM07765,Moderate,Ntuane,Ntuane;Horizon;Chrome Eden,-25.22704667,26.91079667,Mine,South Africa,chromite,chromium,
ICMM07767,Very Low,Bafokeng South Mine,,-25.4966,27.2514,Mine,South Africa,platinum,,
ICMM07769,High,Impala Platinum,Rustenburg Impala Sector: Merensky Reef;Impala Platinum;Impala Platinum Co.;Impala Mines;Impala Lease;Impala Smelter,-25.5535645,27.19426353,Mine,South Africa,platinum,nickel,gold;copper;palladium;cobalt;rhodium
ICMM07770,Very Low,E.T. Cons/New Consort Mine,,-25.6299,31.0514,Mine,South Africa,gold,platinum,
ICMM07773,High,Rustenburg Platinum,Rustenburg Platinum;Rustenburg Mine;Platinum Mile;Rustenburg;Platinum Mile;Rustenburg;Platinum Mile;Rustenburg Smelter;Waterval Smelter;Rustenburg Refinery;Bokamoso Pellet Plant;Rustenburg Smelter;Rustenburg Smelter,-25.66863887,27.32719356,Mine,South Africa,platinum,palladium,cobalt;copper;ferrochrome;gold;iridium;nickel;chromium;chromite;platinum group metals;rhodium;ruthenium;iron ore;titanium;vanadium
ICMM07774,Moderate,Matthey Rustenburg Ref Wadeville,Matthey Rustenburg Ref Wadeville;Western Platinum;Rustenburg Mines;Western Platinum Mine;Western Platinum;Ug2 Chromitite Layer: Western Bushveld;Marikana;Gemini Plant;Marikana Smelter;Brakpan Refinery;Western Platinum Smelter;Western Platinum Refinery;Thakadu Refinery,-25.68123769,27.51992846,Refinery,South Africa,platinum,palladium,copper;ferrochrome;gold;iridium;lead;nickel;chromium;cobalt;platinum group metals;rhodium;ruthenium;zinc
ICMM07775,Very Low,Karee,Karee;Western Bushveld: Ug2 Chromitite Layer,-25.6899,27.4495,Mine,South Africa,platinum,,
ICMM07776,Moderate,Waterkloof,Waterkloof;Waterval West,-25.688515,27.268915,Mine,South Africa,chromite,chromium,
ICMM07777,High,Henry Gould,Rustenburg Brits Sector: Merensky Reef;Mooinooi;Henry Gould Chrome Mine;Henry Gould;Sylvania Dumps;Phoenix;Samancor Western;Lesedi;Buffelsfontein Smelter,-25.72333089,27.5928802,Mine;Smelter,South Africa,chromium,platinum,ferrochrome;gold;iridium;palladium;chromite;rhodium;ruthenium
ICMM07778,Moderate,Millsell,Millsell;Waterkloof Chrome Mine;Sylvania Dump Operations,-25.71063,27.28973,Mine,South Africa,chromite,chromium,gold;iridium;palladium;platinum;rhodium
ICMM07779,Very Low,"Sheba Gold Mining Company, Limite",,-25.7066,31.1514,Mine,South Africa,gold,,
ICMM07780,High,Kroondal,Chroombronne;Rietfontein Chrome Mine;Kroondal;Kroondal;Kroondal;Kroondal;Chromite Tailings Retreatment Project;Kroondal;Kroondal Gemini;Marikana East;Chromecorp;Rustenburg,-25.71634626,27.33792088,Mine,South Africa,platinum,gold,copper;ferrochrome;chromite;iridium;nickel;palladium;chromium;platinum group metals;rhodium;ruthenium
ICMM07781,Very Low,Barberton Mine Fairview,,-25.7133,31.1014,Mine,South Africa,copper,gold,silver
ICMM07782,High,Marikana,Rustenburg Chrome Chemicals;Marikana;Wonderkop;Marikana West;Wonderkop Smelter;Gemini Plant,-25.71937333,27.40904667,Mine;Plant,South Africa,platinum,chromium,ferrochrome;chromite
ICMM07784,Very Low,Kroondal Chrome Mine,,-25.7466,27.3348,Mine,South Africa,platinum,chromium,
ICMM07789,Very Low,Kivu Mines,,-25.9966,27.5014,Mine,South Africa,tin,,
ICMM07791,Moderate,West Rand Consolidated Mine,West Rand Consolidated Mine;West Rand Consolidated Mine;North Plant;West Rand Consol.;West Witswatersrand;West Rand;West Wits;Mogale Smelter;Krugersdorp Plant;Palmiet Plant,-26.125666,27.761523,Mine,South Africa,gold,uranium,manganese;platinum;silver;ferrochrome
ICMM07792,Moderate,Egoli Consolidated West Wits,Egoli Consolidated West Wits;Mogale Gold TSF,-26.134695,27.717035,Mine,South Africa,gold,silver,
ICMM07793,Moderate,Randfontein Estates,Randfontein Estates;Lindum Reefs;Randfontein Est.,-26.17318,27.717855,Mine,South Africa,gold,silver,platinum
ICMM07798,Moderate,Van Ryn Deep,Van Ryn Deep;New Modder;Modderfontein B;Consolidated Modderfontein;Govt. G. M. Areas;Modderfontein;Government;Van Ryn;Goldplat Recovery,-26.18875889,28.38272222,Mine,South Africa,copper,gold,palladium;platinum;rhodium;silver;uranium
ICMM07799,Very Low,Wit G. M.,Wit G. M.;Knights,-26.1855,28.2015,Mine,South Africa,gold,platinum,
ICMM07801,Very Low,Langlaagte Mines Proprietary Ltd.,,-26.1799,27.9639,Mine,South Africa,gold,,
ICMM07802,Very Low,Knights Gold Mining Co.,,-26.1799,28.1514,Mine,South Africa,gold,,
ICMM07803,Very Low,Durban Deep,Durban Deep;Durban Roodepoort Deep,-26.1966,27.8698,Mine,South Africa,gold,silver,uranium
ICMM07804,Moderate,Benoni Recovery Plant,Benoni Recovery Plant;Benoni Smelter;Benoni Refinery,-26.20281333,28.30529,Smelter;Refinery;Plant,South Africa,gold,lead,
ICMM07805,Moderate,Rand Leases Vogelstruisfontein,Rand Leases Vogelstruisfontein;Rand Leases;Central Rand Goldfield,-26.2091,27.9139,Mine,South Africa,gold,platinum,
ICMM07806,High,Doornkop,"South Roodepoort Mine;Roodepoort Operations;South Roodepoort;South Roodepoort Main Reef Areas,;South Roodepoort Main Reef Areas;Doornkop;South Roodepoort;Doornkop",-26.21552525,27.78560088,Mine,South Africa,gold,platinum,silver
ICMM07807,Moderate,Grootvlei,Grootvlei;Springszn;Modder East;Geduld;Impala Refinery;Springs Refinery,-26.20700167,28.44651667,Refinery,South Africa,gold,copper,copper;cobalt;nickel;palladium;platinum;platinum group metals;rhodium;silver
ICMM07808,Moderate,Langaagte Est.,"Langaagte Est.;Crown/City Deep/Cons. Main Reef Mines;Village Main Reef;Robinson Deep, Ltd.;Village Main Reef;Robinson Deep;Langlaagte;Village Deep;Johannesburg Refinery",-26.22529222,28.03332333,Mine,South Africa,gold,iridium,osmium;palladium;platinum;rhodium;silver
ICMM07809,Moderate,Rmmm Slimes Project,Rmmm Slimes Project;Crown Gold Recoveries,-26.228195,27.969475,Mine,South Africa,gold,silver,
ICMM07810,Moderate,Nourse Mines,Nourse Mines;Simmergo Division Ergo;Simmer and Jack;Germiston;Primrose;Rose Deep;Rand Refinery,-26.22310143,28.14872143,Mine,South Africa,gold,palladium,platinum;rhodium;silver
ICMM07811,Moderate,Boksburg Operations,Boksburg Operations;East Rand Prop. Mines;East Rand Proprietary Mines Erpm;ERPM,-26.2411875,28.2345075,Mine,South Africa,copper,gold,platinum;silver
ICMM07812,Moderate,Egoli Consolidated East Rand,Egoli Consolidated East Rand;Brakpan,-26.22495,28.3671,Mine,South Africa,gold,palladium,platinum;rhodium;silver
ICMM07813,Moderate,Ukufisa Colliery,Grootvlei Mines;Ukufisa Colliery;Bekezela Colliery,-26.23838087,28.50875021,Mine,South Africa,thermal coal,,
ICMM07814,Very Low,New State Areas,,-26.2355,28.4237,Mine,South Africa,copper,gold,platinum
ICMM07815,Moderate,Libanon,Libanon;Middelvei,-26.240385,27.657695,Mine,South Africa,gold,platinum,
ICMM07816,High,Randfontein Mine Cooke Section,Randfontein Mine Cooke Section;Cooke;Cooke Uranium,-26.25063788,27.7376884,Mine,South Africa,gold,platinum,uranium
ICMM07818,Very Low,Modder E,Modder E;Dagga,-26.2723,28.4792,Mine,South Africa,copper,gold,platinum
ICMM07819,High,Ergo,South African Land and Exploration Company;Joint Metallurgical Scheme;Ergo Division Ergo;Ergo;Ergo;Brakpan Smelter;Brakpan Refinery,-26.27543241,28.37769567,Mine,South Africa,gold,lead,silver;uranium
ICMM07820,Very Low,Springs,,-26.2799,28.4237,Mine,South Africa,copper,gold,platinum
ICMM07821,Moderate,Venterspost,Venterspost;Venterspost Mine,-26.28829,27.66812,Mine,South Africa,gold,palladium,platinum;rhodium;silver;uranium
ICMM07824,High,Daggafontein Division Ergo,Daggafontein Division Ergo;Vogelstruisbult;Vaal Reefs Operations;Marievale;Zincor;Marievale;Daggafontein;Zincor Refinery,-26.32609542,28.47849205,Mine;Refinery,South Africa,gold,platinum,palladium;lead;rhodium;silver;uranium;zinc
ICMM07825,Moderate,S. A. Lands,S. A. Lands;South African Land,-26.30597,28.35662,Mine,South Africa,gold,palladium,platinum;rhodium;uranium
ICMM07826,Moderate,Vlakfontein Mine,Vlakfontein Mine;Vlakfontein;Vlakfontein,-26.33692667,28.39736333,Mine,South Africa,gold,platinum,uranium
ICMM07827,Very Low,Libanon Mine,Libanon Mine;Libanon;Kloof/Leeudoorn,-26.36326667,27.6237,Mine,South Africa,gold,platinum,silver
ICMM07829,High,Driefontein,Drylands;West Driefontein;Dreifontein Consolidated;West Driefontein;East Driefontein;Driefontein;Driefontein;Drylands,-26.38281478,27.45626136,Mine,South Africa,gold,platinum,silver;uranium
ICMM07830,Moderate,Western Areas Western Areas and Elsburg Sections,Western Areas Western Areas and Elsburg Sections;Western Areas;Western Areas;Cooke 4;Uranium Ezulwini,-26.366822,27.711918,Mine,South Africa,gold,platinum,silver;uranium
ICMM07833,High,Mponeng,Blyvooruitzicht Mine;Blyvooruitzicht;Blyvooruitzicht Operations;Mponeng;Mponeng;Blyvooruitzicht;Western Deeps;Mponeng;Savuka;TauTona;Mponeng;TauTona;Mponeng;Savuka,-26.41948446,27.41393973,Mine,South Africa,gold,platinum,silver;uranium
ICMM07834,High,Kloof Mine,Kloof Mine;Kloof;Kloof Consolidated,-26.40132,27.60168,Mine,South Africa,gold,platinum,silver;uranium
ICMM07835,Moderate,Doornfontein,Doornfontein;Blyvooruitzicht,-26.420875,27.347785,Mine,South Africa,gold,platinum,uranium;silver
ICMM07836,Very Low,Southgo Nigel Operations,Southgo Nigel Operations;Sub Nigel,-26.4133,28.4681,Mine,South Africa,gold,platinum,
ICMM07838,High,South Deep,South Deep Project;Kloof;South Deep;South Deep,-26.41951037,27.6608775,Mine,South Africa,gold,silver,uranium
ICMM07840,Very Low,Deelkraal Gold Mining Company Limited,Deelkraal Gold Mining Company Limited;Deelkraal,-26.4633,27.32645,Mine,South Africa,gold,silver,uranium
ICMM07841,High,Kusasalethu,Elandsrand Gold Mine;Elandsrand Buffelsdoorn;Kusasalethu;Kusasalethu,-26.45993775,27.36931275,Mine,South Africa,gold,platinum,silver;uranium
ICMM07844,Very Low,Witwatersrand Nigel;Wit Nigel,Witwatersrand Nigel,-26.4966,28.3932,Mine,South Africa,gold,silver,cobalt;platinum
ICMM07845,Moderate,Leslie,Leslie;Leslie Gold Mine;Leslie;Leslie,-26.499575,29.033425,Mine,South Africa,gold,platinum,
ICMM07846,High,Evander,Kinross;Bracken Mines;Bracken;Winkelhaak;Evander;Bracken;Evander;Kinross Plant,-26.503288,29.10979225,Mine,South Africa,gold,platinum,silver
ICMM07853,High,Hartebeestfontein Gold Mine,Hartebeestfontein Gold Mine;Hartebeestfontein;Mine Waste Solutions;Stilfontein,-26.83283193,26.81491468,Mine,South Africa,gold,palladium,platinum;rhodium;silver;uranium
ICMM07854,Very Low,Pentouyz Area,,-26.8465,31.5345,Mine,Eswatini,tin,,
ICMM07860,Moderate,Vaal Reefs,Vaal Reefs;Vaal River Surface,-26.924215,26.791545,Mine,South Africa,gold,platinum,uranium;silver
ICMM07862,Moderate,Pering,Pering;Pering,-27.43129462,24.26920517,Mine,South Africa,lead,zinc,
ICMM07863,High,Loraine Mines,Loraine Mines;Loraine Allanridge;Target;Loraine;Target;Northern Free State,-27.75957183,26.63524783,Mine,South Africa,gold,platinum,silver;uranium
ICMM07864,Very Low,Loraine,,-27.7966,26.6515,Mine,South Africa,gold,platinum,
ICMM07865,Very Low,Odendaalsrus,Odendaalsrus;Freddies Consolidated,-27.82985,26.6682,Mine,South Africa,gold,uranium,
ICMM07866,Moderate,Free State Geduld Mine,Free State Geduld Mine;Tshepong South,-27.906725,26.730045,Mine,South Africa,gold,platinum,silver;uranium
ICMM07867,High,Rosh Pinah Mine,Rosh Pinah Mine;Imcor Mine;Rosh Pinah;Rosh Pinah;Rosh Pinah,-27.95103155,16.76568699,Mine,Namibia,zinc,lead,iron ore;copper;silver;gold
ICMM07868,High,Western Holdings,Western Holdingsfreegold North;Western Holdings;Eland;Western Holdings,-27.965035,26.68054,Mine,South Africa,platinum,palladium,gold;rhodium;silver;uranium
ICMM07870,High,Masimong,Free State Saaiplaas;Erfdeel Dankbaarheidfreegold S.;Masimong,-27.98578233,26.85082133,Mine,South Africa,gold,silver,uranium
ICMM07871,Moderate,President Steyn Mine,President Steyn Mine;President Steyn,-27.993805,26.79575,Mine,South Africa,gold,uranium,
ICMM07872,Very Low,St. Helena Mines,,-28.0299,26.6682,Mine,South Africa,gold,platinum,silver;uranium
ICMM07873,Moderate,President Brand Mine,President Brand Mine;President Brand,-28.03145,26.74825,Mine,South Africa,gold,palladium,platinum;rhodium;silver;uranium
ICMM07874,High,Bambanani,Unisel/Jurgenshof/Tarkwa;Unisel Gold Mine;Pres. Steyn;Pres. Brand;Bambanani;Unisel;Unisel;Bambanani,-28.0573015,26.7857215,Mine,South Africa,gold,platinum,silver;uranium
ICMM07875,High,Phoenix (SA),Harmony;Harmony Dumps;Phoenix (SA);Free State Saaiplaas,-28.03829775,26.846935,Mine,South Africa,platinum,palladium,gold;rhodium;silver;uranium
ICMM07876,Very Low,Virginia Operations,Virginia Operations;Virginia,-28.0965,26.8848,Mine,South Africa,gold,platinum,
ICMM07878,Very Low,Oryx/Beisa,,-28.2132,26.7057,Mine,South Africa,gold,uranium,
ICMM07879,High,Beatrix,Beatrix;Beatrix;Beatrix;Beatrix,-28.26614819,26.7802449,Mine,South Africa,gold,silver,uranium
ICMM07882,Very Low,Van Roois Vley Boksputs Mine,,-28.4966,20.9016,Mine,South Africa,tin,,
ICMM07883,Very Low,Orange River Belt East,,-28.5299,20.5016,Mine,South Africa,tungsten,,
ICMM07884,Very Low,Orange River Belt West,,-28.9299,17.8849,Mine,South Africa,tungsten,,
ICMM07887,Very Low,Carolusberg Mine,,-29.0476,25.221,Mine,South Africa,copper,gold,uranium
ICMM07890,Very Low,Wolfram Schist Belt,,-29.5799,17.8349,Mine,South Africa,tungsten,,
ICMM07891,Very Low,O'Okiep,,-29.5966,17.8849,Mine,South Africa,copper,gold,
ICMM07892,Very Low,O'Okiep Copper Company Limited,,-29.6633,17.9183,Mine,South Africa,copper,nickel,
ICMM07893,Very Low,Prieska Cu Zn Pyrite Mine,,-29.9799,22.2849,Mine,South Africa,copper,,
ICMM07895,Very Low,Insizwa,,-30.9464,29.3015,Mine,South Africa,gold,nickel,platinum
ICMM07896,Very Low,Good Hope Tin Mines,,-34.0465,18.9017,Mine,South Africa,tin,,
ICMM07897,High,Flin Flon,777;Flin Flon;Flin Flon Zn Smelter;Hudson Bay 777;Flin Flon Smelter;Flin Flon Refinery,54.77281864,-101.8817106,Mine;Smelter,Canada,zinc,copper,gold;silver
ICMM07898,High,A Narrain,A Narrain;Vendanta A Narrain Mine;MEL Narahari Mine;JSW Steel Bedarabommenahall Mine;R Praveen Chandra John Mine;GSPL Dindadahalli Mine;A Narrain;Chitradurga,14.2181069,76.21679646,Mine,India,iron ore,,
ICMM07899,Moderate,Absaloka,,45.80530543,-107.082901,Mine,United States,thermal coal,,
ICMM07900,High,Achinsk Alumina Refinery,Achinsk Alumina Refinery;Achinsk;Achinsk Refinery,56.22985239,90.42322111,Refinery,Russia,alumina,calcined soda,
ICMM07901,Moderate,Acindar,,-33.33965124,-60.19587801,Smelter,Argentina,steel,,
ICMM07902,Moderate,Aguablanca,,37.96558483,-6.1803272,Mine;Plant,Spain,nickel,copper,gold;cobalt;platinum group metals
ICMM07904,Moderate,AHMSA Monclova Steel Plant,,26.87683329,-101.4142327,Steel Plant,Mexico,steel,chromium,tin
ICMM07905,Moderate,Air Quality,,38.62805799,-87.44587934,Mine,United States,thermal coal,,
ICMM07906,High,Airly,Airly;Airly Coal Mine;Airly,-33.11342078,150.0178478,Mine,Australia,thermal coal,,
ICMM07907,High,Aitik,Aitik;Aitik,67.07559162,20.9580615,Mine;Plant,Sweden,copper,gold,molybdenum;silver
ICMM07908,Moderate,Akbastau,,48.62681863,77.70572872,Mine,Kazakhstan,copper,gold,silver;zinc
ICMM07909,High,Aktogay,Aktogay;Aktogay;Aktogay Sulphide Concentrator;Aktogay SX EW,46.95754484,79.93239557,Mine,Kazakhstan,copper,gold,silver;molybdenum
ICMM07910,High,Akyem,Akyem;Akyem;Akyem,6.352722975,-1.0219173,Mine,Ghana,gold,silver,
ICMM07911,High,Al Ba’itha,Al Baâ€™itha;Al Baâ€™itha;Az Zabirah,27.66914281,43.99637387,Mine,Saudi Arabia,bauxite,kaolin,
ICMM07912,High,Alamo Dorado,Alamo Dorado;Alamo Dorado,26.75124777,-108.664364,Mine,Mexico,copper,gold,silver
ICMM07913,High,Albras,Albras;Alunorte;Alunorte;Albras Smelter;Alunorte Refinery;CAP Refinery,-1.548143025,-48.73269698,Refinery,Brazil,alumina,aluminium,
ICMM07914,High,Alexievskaya,Alexievskaya;Aleksievskaya Coal Mine;Aleksievskaya,54.62228985,86.33025065,Mine,Russia,coal,,
ICMM07915,High,Alma,Alma;Alma;Alma Smelter;Isle Maligne Smelter;ELYSIS Smelter,48.58432082,-71.68723667,Smelter,Canada,aluminium,,
ICMM07916,High,Alouette,Alouette;Alouette Smelter,50.15816802,-66.44068597,Smelter,Canada,aluminium,,
ICMM07917,High,Alpamarca,Alpamarca;Alpamarca; Alpamarca Lead Zinc Mine 20,-11.22346249,-76.4555203,Mine,Peru,silver,lead,gold;antimony;zinc;copper
ICMM07918,High,Alpart,Alpart;Alpart Refinery;Nain Refinery,17.96772183,-77.60862266,Mine;Refinery,Jamaica,alumina,bauxite,
ICMM07919,High,ALSCON Aluminium Smelter,ALSCON Aluminium Smelter;ALSCON Smelter;Ikot Abasi Smelter,4.571046813,7.580308838,Smelter,Nigeria,aluminium,,
ICMM07921,High,Altonorte,Altonorte;Altonorte Smelter,-23.82401405,-70.31515827,Smelter,Chile,copper,molybdenum,
ICMM07922,High,Alucam,Alucam;Edea;Alucam Smelter,3.818618417,10.12513494,Smelter,Cameroon,aluminium,,
ICMM07923,High,Sao Luis (Alumar),Alumar;Sao Luis;Sao Luis (Alumar);Alumar Smelter,-2.707507207,-44.33281215,Smelter;Refinery,Brazil,aluminium,,
ICMM07924,High,Alumbrera,Alumbrera;Alumbrera,-27.33045839,-66.60897625,Mine,Argentina,copper,gold,molybdenum;silver
ICMM07925,High,Amapa,Amapa;DEV Amapa Iron Ore Project Mine,0.81598929,-51.86866096,Mine,Brazil,iron ore,,
ICMM07927,High,Amona,Amona;Amona Plant,15.52341405,73.99545782,Mine;Plant,India,iron ore,,
ICMM07928,High,Amonate,Amonate;Miles Branch,37.19657894,-81.62710365,Mine,United States,coal,,
ICMM07929,High,Amurugol AO,Amurugol AO;Erkovetskiy Coal Mine;Erkovetsky,50.31551576,128.4426551,Mine,Russia,thermal coal,,
ICMM07930,Moderate,AMVEST Fola Complex,,38.35866352,-81.08408976,Mine,United States,metallurgical coal,,
ICMM07931,Moderate,AMVEST Terry Eagle Complex,,38.2328063,-81.14736374,Mine,United States,coal,,
ICMM07932,Moderate,Andina,,-33.09202028,-70.2548994,Mine,Chile,copper,molybdenum,silver
ICMM07933,High,Andorinhas,Andorinhas,-7.460555574,-49.81638889,Mine,Brazil,gold,,
ICMM07934,High,Andrade,Andrade;ArcelorMittal Andrade Mine;Andrade;Andrade,-19.78961169,-43.17997355,Mine,Brazil,iron ore,,
ICMM07935,High,Anglesey,Anglesey;Anglesey Smelter,53.29695761,-4.603053348,Mine;Smelter,United Kingdom,aluminium,,
ICMM07936,High,Angul Aluminium Smelter,Angul Aluminium Smelter;Angul Smelter,20.82670355,85.1583404,Smelter,India,aluminium,,
ICMM07937,High,Angus Place,Angus Place;Angus Place Coal Mine;Angus Place,-33.35206751,150.0995982,Mine,Australia,thermal coal,,
ICMM07938,High,Antas,Antas;Antas,-6.240261221,-49.75298119,Mine,Brazil,copper,gold,silver
ICMM07939,High,Antelope,Antelope;Antelope Coal Mine;Antelope,43.48151095,-105.3643836,Mine,United States,thermal coal,,
ICMM07940,High,Antonovskaya,Antonovskaya;Bolshevik;Polosukhinskaya;Bolshevik Coal Mine;Yubileynaya Coal Mine;Polosukhinskaya Coal Mine;Antonovskaya Coal Mine;West Siberian Metallurgical;Polosukhinskaya;Bolshevik;Kuznetskaya Central Coal Washing Plant;Antonovskaya Coal Washing Plant;Antonovskaya,53.89876543,87.31913639,Mine;Plant,Russia,metallurgical coal,,
ICMM07942,Moderate,Araxa,Araxa;Tapira,-19.8422514,-46.85156163,Mine,Brazil,phosphate,,
ICMM07943,Moderate,Araxa CBBM,,-19.66568665,-46.90970839,Plant,Brazil,ferroniobium,niobium,
ICMM07944,Moderate,ArcelorMittal Bremen,,53.14261378,8.693015535,Smelter,Germany,steel,,
ICMM07945,Moderate,ArcelorMittal Cleveland,,41.46476157,-81.66598494,Smelter,United States,steel,,
ICMM07946,Moderate,ArcelorMittal Duisburg steel plant,,51.46461689,6.743519192,Steel Plant,Germany,steel,,
ICMM07947,Moderate,ArcelorMittal Gipuzkoa,,43.10392674,-2.425794806,Smelter,Spain,steel,,
